"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"131";"Kamppi";"1h, avokeitti...";"kt";23,5;"339000";"14426";"1890";"2/6";"on";"hyvä";"oma";NA;"00120";"1h+avokeitti...";1;0;2;6;1;0;0;1;130;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"133";"Punavuori";"1h+k+sh ";"kt";52;"290000";"5577";"1930";"1/5";"on";"tyyd.";"oma";"D2007";"00120";"1h+k+sh";1;1;1;5;1;0;1;0;90;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"134";"Punavuori";"1 h + kk + kph ...";"kt";41;"340250";"8299";"2001";"6/8";"on";"tyyd.";"oma";"E2007";"00120";"1h+kk+kph...";1;0;6;8;1;0;1;0;19;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"135";"Ullanlinna";"3h+k+kph (yht.j...";"kt";74;"570000";"7703";"1912";"5/5";"ei";"hyvä";"oma";"G2013";"00120";"3h+k+kph(yht.j...";3;0;5;5;0;0;0;1;108;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"136";"Punavuori";"3h, avok, rt, 2...";"kt";78,5;"651522";"8300";"1982";"-1/6";"on";"hyvä";"oma";"F2013";"00120";"3h+avok+rt+2...";3;0;-1;6;1;0;0;1;38;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"137";"Ullanlinna";"4H";"kt";80;"642000";"8025";"1928";"5/8";"on";"tyyd.";"oma";"E2018";"00120";"4h";4;0;5;8;1;0;1;0;92;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"138";"Kamppi";"3h, k, kph, hal...";"kt";144;"970000";"6736";"1891";"4/5";"on";"hyvä";"oma";NA;"00120";"3h+k+kph+hal...";3;0;4;5;1;0;0;1;129;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"139";"Punavuori";"3h, k, kph, eri...";"kt";84;"520000";"6190";"1904";"3/4";"ei";"hyvä";"oma";"G2013";"00120";"3h+k+kph+eri...";3;0;3;4;0;0;0;1;116;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"140";"Kamppi";"3h, avokeitti...";"kt";84;"678000";"8071";"1927";"3/6";"on";"hyvä";"oma";"C2007";"00120";"3h+avokeitti...";3;0;3;6;1;0;0;1;93;1;"C";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"141";"Punavuori";"3h, k, kph, eri...";"kt";102;"625000";"6127";"1927";"4/5";"on";"huono";"oma";"F2013";"00120";"3h+k+kph+eri...";3;0;4;5;1;0;0;0;93;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"142";"Ullanlinna";"2-3 h + k + parvi";"kt";97,5;"949906";"9743";"1905";"6/6";"on";"tyyd.";"oma";"F2007";"00120";"2-3h+k+parvi";3;0;6;6;1;0;1;0;115;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"145";"Ullanlinna";"2h+k+kph+wc";"kt";54,1;"485000";"8965";"1929";"4/7";"on";"hyvä";"oma";"F2013";"00120";"2h+k+kph+wc";2;0;4;7;1;0;0;1;91;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"146";"Punavuori";"2h, k, kph";"kt";61,5;"515000";"8374";"1912";"4/4";"on";"hyvä";"oma";"F2013";"00120";"2h+k+kph";2;0;4;4;1;0;0;1;108;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"147";"Punavuori";"Oh, avokeitti...";"kt";65,5;"475000";"7252";"2000";"6/9";"on";"hyvä";"oma";"E2007";"00120";"oh+avokeitti...";NA;0;6;9;1;0;0;1;20;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"148";"Punavuori";"2h, avokeitti...";"kt";67;"535000";"7985";"1920";"2/5";"on";"hyvä";"oma";"D2018";"00120";"2h+avokeitti...";2;0;2;5;1;0;0;1;100;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"150";"Punavuori";"2 h, eteinen,ke...";"kt";66,4;"410000";"6175";"1927";"2/3";"on";"huono";"oma";"F2013";"00120";"2h+eteinen+ke...";2;0;2;3;1;0;0;0;93;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"152";"Punavuori";"2h+kk+kph+vh+p";"kt";41,5;"361000";"8699";"1962";"3/5";"on";"hyvä";"oma";"F2013";"00120";"2h+kk+kph+vh+p";2;0;3;5;1;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"153";"Punavuori";"2h, k";"kt";61;"350448";"5745";"1927";"1/5";"on";"hyvä";"oma";"F2013";"00120";"2h+k";2;0;1;5;1;0;0;1;93;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"154";"Punavuori";"2h+k+kph+et (yh...";"kt";32,5;"329000";"10123";"1936";"5/5";"on";"hyvä";"oma";"G2007";"00120";"2h+k+kph+et(yh...";2;0;5;5;1;0;0;1;84;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"155";"Punavuori";"2h, kk, kph (yh...";"kt";45;"318000";"7067";"1961";"2/7";"on";"tyyd.";"oma";"F2013";"00120";"2h+kk+kph(yh...";2;0;2;7;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"156";"Punavuori";"2h, avok, vh, e...";"kt";43;"376000";"8744";"1936";"2/4";"on";"hyvä";"oma";"E2007";"00120";"2h+avok+vh+e...";2;0;2;4;1;0;0;1;84;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"157";"Punavuori";"1-2 h, kk, kph,...";"kt";43,2;"366000";"8472";"1912";"1/4";"ei";"hyvä";"oma";"G2013";"00120";"1-2h+kk+kph+...";2;0;1;4;0;0;0;1;108;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"158";"Kamppi";"2h+k+alk+kph+wc";"kt";70;"569000";"8129";"1892";"3/4";"ei";"tyyd.";"oma";"D2007";"00120";"2h+k+alk+kph+wc";2;0;3;4;0;0;1;0;128;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"159";"Punavuori";"2h, k, kph, s, ...";"kt";65,5;"484000";"7389";"2000";"4/9";"on";"tyyd.";"oma";"E2007";"00120";"2h+k+kph+s+...";2;1;4;9;1;0;1;0;20;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"160";"Punavuori";"1h, avok, alkov...";"kt";62,5;"475000";"7600";"1937";"3/5";"on";"hyvä";"oma";"C2018";"00120";"1h+avok+alkov...";1;0;3;5;1;0;0;1;83;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"162";"Punavuori";"2h, kk, kph, vh";"kt";39;"308000";"7897";"1963";"4/4";"ei";"tyyd.";"oma";"G2013";"00120";"2h+kk+kph+vh";2;0;4;4;0;0;1;0;57;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"164";"Punavuori";"2h, kk, kph, pa...";"kt";38;"350000";"9211";"1963";"6/6";"on";"huono";"oma";"G2013";"00120";"2h+kk+kph+pa...";2;0;6;6;1;0;0;0;57;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"165";"Kamppi";"2h+k+s";"kt";65;"489000";"7523";"1927";"2/6";"on";"hyvä";"oma";"C2007";"00120";"2h+k+s";2;1;2;6;1;0;0;1;93;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"166";"Punavuori";"2h,kk,kph";"kt";35;"355000";"10143";"1939";"5/5";"on";"hyvä";"oma";"E2007";"00120";"2h+kk+kph";2;0;5;5;1;0;0;1;81;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"167";"Punavuori";"3mh, oh, avok.,...";"kt";113;"925000";"8186";"1903";"2/3";"on";"hyvä";"oma";"G2013";"00120";"3mh+oh+avok.+...";NA;0;2;3;1;0;0;1;117;1;"G";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"168";"Kamppi";"5h, k, 2x kph, ...";"kt";190;"1260000";"6632";"1892";"4/4";"on";"huono";"oma";"G2013";"00120";"5h+k+2xkph+...";5;0;4;4;1;0;0;0;128;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"169";"Punavuori";"4h, keittiö...";"kt";115,5;"940000";"8139";"1984";"8/7";"on";"hyvä";"oma";"F2013";"00120";"4h+keittiö...";4;0;8;7;1;0;0;1;36;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"170";"Punavuori";"3-4h+avokeitti&...";"kt";96;"815000";"8490";"1938";"2/7";"on";"hyvä";"oma";"E2007";"00120";"3-4h+avokeitti&...";4;0;2;7;1;0;0;1;82;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"171";"Punavuori";"5h, k, 2kph, s,...";"kt";193;"1551200";"8037";"1892";"3/4";"on";"hyvä";"oma";"G2013";"00120";"5h+k+2kph+s+...";5;1;3;4;1;0;0;1;128;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"174";"Punavuori";"4h ,k";"kt";75;"680000";"9067";"1927";"4/5";"on";"hyvä";"oma";"E2018";"00120";"4h+k";4;0;4;5;1;0;0;1;93;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"175";"Kamppi";"5h+k+kh+2wc";"kt";169;"1365000";"8077";"1905";"3/5";"on";"tyyd.";"oma";"G2013";"00120";"5h+k+kh+2wc";5;0;3;5;1;0;1;0;115;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"176";"Kamppi";"5h, avok, kph, ...";"kt";175;"1435000";"8200";"1924";"3/5";"on";"hyvä";"oma";"C2007";"00120";"5h+avok+kph+...";5;0;3;5;1;0;0;1;96;1;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"177";"Punavuori";"4h+k+ph+k+2 kph...";"kt";101,5;"750000";"7389";"1904";"4/4";"ei";"tyyd.";"oma";"G2013";"00120";"4h+k+ph+k+2kph...";4;0;4;4;0;0;1;0;116;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"179";"Kaartinkaupunki";"2h, avokeitti...";"kt";51;"570000";"11176";"1962";"3/7";"on";"hyvä";"oma";"D2013";"00130";"2h+avokeitti...";2;0;3;7;1;0;0;1;58;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"180";"Kaartinkaupunki";"2h, avok, kph";"kt";55;"485000";"8818";"1927";"2/6";"on";"hyvä";"oma";"F2014";"00130";"2h+avok+kph";2;0;2;6;1;0;0;1;93;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"181";"Kaartinkaupunki / ullanlinna";"4h+avok+halli+2...";"kt";141;"1390000";"9858";"1928";"2/5";"on";"hyvä";"oma";"D2018";"00130";"4h+avok+halli+2...";4;0;2;5;1;0;0;1;92;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"182";"Kaartinkaupunki";"4h+k+palvh (4h+...";"kt";115,4;"886000";"7678";"1927";"3/7";"on";"tyyd.";"oma";"E2013";"00130";"4h+k+palvh(4h+...";4;0;3;7;1;0;1;0;93;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"183";"Kaartinkaupunki";"5 h+k";"kt";138,5;"1040000";"7509";"1890";"2/4";"on";"hyvä";"oma";"G2013";"00130";"5h+k";5;0;2;4;1;0;0;1;130;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"184";"Ullanlinna";"1h, k, kph";"kt";34;"306000";"9000";"1907";"3/6";"ei";"hyvä";"oma";"F2013";"00140";"1h+k+kph";1;0;3;6;0;0;0;1;113;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"186";"Ullanlinna";"oh+k+kph+et";"kt";38,4;"315000";"8203";"1907";"4/4";"ei";"tyyd.";"oma";"F2014";"00140";"oh+k+kph+et";NA;0;4;4;0;0;1;0;113;1;"F";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"187";"Ullanlinna";"1h+k ";"kt";42,5;"401000";"9435";"1913";"4/6";"on";"tyyd.";"oma";"E2007";"00140";"1h+k";1;0;4;6;1;0;1;0;107;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"188";"Ullanlinna";"1h ja k";"kt";47;"325000";"6915";"1933";"3/4";"on";"huono";"oma";"F2013";"00140";"1hjak";1;0;3;4;1;0;0;0;87;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"189";"Ullanlinna";"1h+kph";"kt";29;"299000";"10310";"1908";"4/4";"ei";"tyyd.";"oma";"G2013";"00140";"1h+kph";1;0;4;4;0;0;1;0;112;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"190";"Ullanlinna";"1-2 h, kk, kh, ...";"kt";43,2;"370000";"8565";"1907";"3/5";"ei";"tyyd.";"oma";"F2013";"00140";"1-2h+kk+kh+...";2;0;3;5;0;0;1;0;113;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"192";"Ullanlinna";"3h+k+kph+parvi+...";"kt";72,9;"880000";"12071";"1978";"6/6";"on";"hyvä";"oma";"E2013";"00140";"3h+k+kph+parvi+...";3;0;6;6;1;0;0;1;42;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"193";"Ullanlinna";"3h, k, halli, kph";"kt";103;"830000";"8058";"1926";"3/5";"on";"hyvä";"oma";"E2013";"00140";"3h+k+halli+kph";3;0;3;5;1;0;0;1;94;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"194";"Ullanlinna";"3h+avok+kph";"kt";73;"621000";"8507";"1941";"4/4";"on";"hyvä";"oma";"F2013";"00140";"3h+avok+kph";3;0;4;4;1;0;0;1;79;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"195";"Ullanlinna";"3h + avok + kph...";"kt";80;"775000";"9688";"1962";"4/5";"on";"hyvä";"oma";"G2013";"00140";"3h+avok+kph...";3;0;4;5;1;0;0;1;58;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"196";"Ullanlinna";"2h, k, 2 kph, vh";"kt";112;"952000";"8500";"1928";"4/6";"on";"tyyd.";"oma";"C2007";"00140";"2h+k+2kph+vh";2;0;4;6;1;0;1;0;92;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"197";"Ullanlinna";"3h, k, kph, s, ...";"kt";87;"870000";"10000";"1905";"4/5";"on";"hyvä";"oma";"G2013";"00140";"3h+k+kph+s+...";3;1;4;5;1;0;0;1;115;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"198";"Ullanlinna";"3h, k, rt, hall...";"kt";156;"1090000";"6987";"1908";"2/4";"on";"tyyd.";"oma";"F2013";"00140";"3h+k+rt+hall...";3;0;2;4;1;0;1;0;112;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"199";"Ullanlinna";"3h+k+kph+parveke";"kt";71;"620000";"8732";"1961";"7/7";"on";"hyvä";"oma";"F2013";"00140";"3h+k+kph+parveke";3;0;7;7;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"200";"Ullanlinna";"2-3h+k+kph+wc+s...";"kt";85;"710000";"8353";"1909";"2/5";"on";"hyvä";"oma";"D2013";"00140";"2-3h+k+kph+wc+s...";3;1;2;5;1;0;0;1;111;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"201";"Ullanlinna";"3h, k, kph, eri...";"kt";116;"1151000";"9922";"1912";"6/6";"on";"hyvä";"oma";"F2013";"00140";"3h+k+kph+eri...";3;0;6;6;1;0;0;1;108;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"202";"Ullanlinna";"3h,k,lasitettu ...";"kt";98;"883001";"9010";"1905";"2/5";"on";"hyvä";"oma";"F2013";"00140";"3h+k+lasitettu...";3;0;2;5;1;0;0;1;115;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"203";"Ullanlinna";"3h,k,kph";"kt";75;"620000";"8267";"1907";"1/4";"ei";"hyvä";"oma";"F2013";"00140";"3h+k+kph";3;0;1;4;0;0;0;1;113;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"204";"Ullanlinna";"2 h/avokeitti...";"kt";50;"417700";"8354";"1933";"3/6";"on";"tyyd.";"oma";"E2013";"00140";"2h/avokeitti...";2;0;3;6;1;0;1;0;87;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"205";"Ullanlinna";"2h+k+kph";"kt";58;"520000";"8966";"1929";"6/7";"on";"hyvä";"oma";"F2013";"00140";"2h+k+kph";2;0;6;7;1;0;0;1;91;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"207";"Ullanlinna";"1 - 2h, kk, kph ";"kt";41;"327000";"7976";"1937";"3/6";"on";"hyvä";"oma";"E2007";"00140";"1-2h+kk+kph";2;0;3;6;1;0;0;1;83;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"208";"Ullanlinna";"2h, k, kph, vh,...";"kt";54;"410000";"7593";"1961";"4/7";"on";"huono";"oma";"F2013";"00140";"2h+k+kph+vh+...";2;0;4;7;1;0;0;0;59;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"209";"Ullanlinna";"2h, avok, kph, ...";"kt";56,5;"550000";"9735";"1978";"4/5";"on";"hyvä";"oma";"E2007";"00140";"2h+avok+kph+...";2;0;4;5;1;0;0;1;42;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"210";"Ullanlinna";"2h, avok, kph, ...";"kt";54;"520000";"9630";"1938";"3/4";"on";"hyvä";"oma";"F2013";"00140";"2h+avok+kph+...";2;0;3;4;1;0;0;1;82;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"211";"Ullanlinna";"2 h+k+halli+kh";"kt";68;"430000";"6324";"1941";"3/4";"on";"huono";"oma";"F2013";"00140";"2h+k+halli+kh";2;0;3;4;1;0;0;0;79;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"212";"Ullanlinna";"2h, avok, kph, ...";"kt";56,5;"568000";"10053";"1978";"3/5";"on";"hyvä";"oma";"E2007";"00140";"2h+avok+kph+...";2;0;3;5;1;0;0;1;42;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"213";"Ullanlinna";"1h+alk+kph+rans...";"kt";50;"440000";"8800";"1929";"4/4";"ei";"hyvä";"oma";"F2013";"00140";"1h+alk+kph+rans...";1;0;4;4;0;0;0;1;91;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"214";"Kaivopuisto";"2h+avokeitti...";"kt";64;"750000";"11719";"1934";"1/4";"on";"hyvä";"oma";"F2013";"00140";"2h+avokeitti...";2;0;1;4;1;0;0;1;86;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"215";"Ullanlinna";"2h, k";"kt";70,5;"615100";"8725";"1911";"5/5";"on";"tyyd.";"oma";"F2013";"00140";"2h+k";2;0;5;5;1;0;1;0;109;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"217";"Ullanlinna";"2h+k";"kt";48;"400000";"8333";"1973";"2/6";"ei";"hyvä";"oma";"F2007";"00140";"2h+k";2;0;2;6;0;0;0;1;47;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"218";"Ullanlinna";"2h+k+kph";"kt";58;"562000";"9690";"1906";"3/3";"ei";"hyvä";"oma";"G2013";"00140";"2h+k+kph";2;0;3;3;0;0;0;1;114;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"219";"Ullanlinna";"2-3h+k+kph+vh";"kt";82,5;"800000";"9697";"1911";"3/5";"on";"hyvä";"oma";"F2013";"00140";"2-3h+k+kph+vh";3;0;3;5;1;0;0;1;109;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"220";"Ullanlinna";"2h, avok, kh, p...";"kt";36;"357000";"9917";"1963";"3/8";"on";"tyyd.";"oma";"F2013";"00140";"2h+avok+kh+p...";2;0;3;8;1;0;1;0;57;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"221";"Ullanlinna";"2h, kk, kph, la...";"kt";38;"385000";"10132";"1964";"3/6";"on";"hyvä";"oma";"D2007";"00140";"2h+kk+kph+la...";2;0;3;6;1;0;0;1;56;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"222";"Ullanlinna";"2h+avok+khh+kph...";"kt";64,5;"590000";"9147";"1927";"2/4";"on";"hyvä";"oma";"F2013";"00140";"2h+avok+khh+kph...";2;0;2;4;1;0;0;1;93;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"223";"Ullanlinna";"2h+avokeitti...";"kt";44;"455000";"10341";"1907";"4/5";"ei";"hyvä";"oma";"E2013";"00140";"2h+avokeitti...";2;0;4;5;0;0;0;1;113;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"224";"Ullanlinna";"2h, kk, kph,ran...";"kt";46;"401500";"8728";"1963";"5/6";"on";"tyyd.";"oma";"E2018";"00140";"2h+kk+kph+ran...";2;0;5;6;1;0;1;0;57;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"225";"Ullanlinna";"2h,k, parveke";"kt";50;"465000";"9300";"1963";"4/7";"on";"hyvä";"oma";"F2013";"00140";"2h+k+parveke";2;0;4;7;1;0;0;1;57;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"226";"Ullanlinna";"1h+k+kph";"kt";54;"375000";"6944";"1928";"1/4";"on";"hyvä";"oma";"G2013";"00140";"1h+k+kph";1;0;1;4;1;0;0;1;92;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"227";"Ullanlinna";"3h ,k, terassi";"kt";56;"565000";"10089";"1961";"6/6";"on";"hyvä";"oma";NA;"00140";"3h+k+terassi";3;0;6;6;1;0;0;1;59;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"228";"Ullanlinna";"2h, avok., kph";"kt";57,5;"513000";"8922";"1915";"1/7";"on";"hyvä";"oma";"F2013";"00140";"2h+avok.+kph";2;0;1;7;1;0;0;1;105;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"229";"Ullanlinna";"1-2 h, avok, kp...";"kt";48;"495012";"10313";"1910";"6/8";"on";"hyvä";"oma";"G2013";"00140";"1-2h+avok+kp...";2;0;6;8;1;0;0;1;110;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"230";"Ullanlinna";"2h, palv.h, alk...";"kt";77;"610000";"7922";"1926";"2/5";"on";"tyyd.";"oma";"E2013";"00140";"2h+palv.h+alk...";2;0;2;5;1;0;1;0;94;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"233";"Ullanlinna";"4-5h, k, 2 kph,...";"kt";148,5;"1300000";"8754";"1962";"2/9";"on";"hyvä";"oma";"F2013";"00140";"4-5h+k+2kph+...";5;0;2;9;1;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"235";"Ullanlinna";"4h, k, kph, s, ...";"kt";139;"1375000";"9892";"1897";"2/5";"on";"hyvä";"oma";"G2013";"00140";"4h+k+kph+s+...";4;1;2;5;1;0;0;1;123;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"237";"Ullanlinna";"4 h + k + 2 x kph";"kt";111;"987500";"8896";"1907";"2/4";"ei";"hyvä";"oma";"F2013";"00140";"4h+k+2xkph";4;0;2;4;0;0;0;1;113;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"238";"Ullanlinna";"4h, k, 2 kph, e...";"kt";144;"1548000";"10750";"1905";"4/5";"on";"hyvä";"oma";"G2013";"00140";"4h+k+2kph+e...";4;0;4;5;1;0;0;1;115;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"239";"Kaivopuisto";"3-4h, k, kph, e...";"kt";100;"1050000";"10500";"1939";"2/4";"on";"tyyd.";"oma";"E2018";"00140";"3-4h+k+kph+e...";4;0;2;4;1;0;1;0;81;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"240";"Ullanlinna";"5h,k, parveke";"kt";148,5;"1302587";"8772";"1962";"2/7";"on";"hyvä";"oma";"F2013";"00140";"5h+k+parveke";5;0;2;7;1;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"241";"Punavuori";"1h, k, alkovi, ...";"kt";33;"294000";"8909";"1938";"5/5";"on";"tyyd.";"oma";"F2018";"00150";"1h+k+alkovi+...";1;0;5;5;1;0;1;0;82;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"245";"Punavuori";"1h, avok, vh, kph";"kt";24,5;"195000";"7959";"1961";"1/6";"on";"hyvä";"oma";"F2013";"00150";"1h+avok+vh+kph";1;0;1;6;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"246";"Länsisatama";"1h+kk";"kt";27;"227000";"8407";"1961";"4/5";"on";"tyyd.";"oma";"E2013";"00150";"1h+kk";1;0;4;5;1;0;1;0;59;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"247";"Ullanlinna";"1h + avok + alk...";"kt";38,8;"321000";"8273";"1957";"2/5";"on";"hyvä";"oma";"F2013";"00150";"1h+avok+alk...";1;0;2;5;1;0;0;1;63;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"248";"Punavuori";"1h, kk, kph, wc...";"kt";29;"266000";"9172";"1907";"2/4";"ei";"tyyd.";"oma";"F2013";"00150";"1h+kk+kph+wc...";1;0;2;4;0;0;1;0;113;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"250";"Helsinki";"1 h, kk, kph, p...";"kt";23;"223000";"9696";"1961";"6/8";"on";"huono";"oma";"E2007";"00150";"1h+kk+kph+p...";1;0;6;8;1;0;0;0;59;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"251";"Punavuori";"1h + avok + alk...";"kt";36;"293000";"8139";"1957";"3/6";"on";"hyvä";"oma";"E2007";"00150";"1h+avok+alk...";1;0;3;6;1;0;0;1;63;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"253";"Punavuori";"1h+k";"kt";33;"254000";"7697";"1936";"1/4";"ei";"tyyd.";"oma";"G2013";"00150";"1h+k";1;0;1;4;0;0;1;0;84;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"254";"Punavuori";"1h ja k";"kt";43,5;"360000";"8276";"1930";"3/4";"on";"tyyd.";"oma";"F2013";"00150";"1hjak";1;0;3;4;1;0;1;0;90;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
