objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
2376,81950,2020,Pankajärvi,Pankajärvi,422,422,58546242.23047,653373.19551,7038302.46351
2377,81970,2020,Jongunjoki-Pankajärvi,Jongunjoki-Pankajärvi,422,422,637525173.21191,650107.30356,7054578.04111
2378,82110,2020,Heinävaara,Heinävaara,167,167,82425165.93213,661258.72607,6940624.36255
2379,82120,2020,Keskijärvi,Keskijärvi,167,167,112860293.56836,670144.81656,6943799.44143
2380,82140,2020,Kiihtelysvaara Keskus,Kiihtelysvaara centrum,167,167,209877611.77197,669382.21284,6928893.23761
2381,82160,2020,Oskola,Oskola,167,167,84199274.12305,681930.37819,6926699.67910
2382,82170,2020,Uskali,Uskali,167,167,41126189.45605,680476.69868,6920722.66384
2383,82180,2020,Huhtilampi,Huhtilampi,167,167,37891338.93213,674506.23988,6926521.25075
2384,82200,2020,Hammaslahti,Hammaslahti,167,167,202003473.21729,654645.85753,6926140.26198
2385,82210,2020,Suhmura,Suhmura,167,167,26141866.40967,648783.65999,6929399.36912
2386,82220,2020,Niittylahti,Niittylahti,167,167,96827405.70166,649065.67771,6934127.16206
2387,82290,2020,Nieminen,Nieminen,707,707,157676186.58154,648073.13435,6915057.06495
2388,82300,2020,Rääkkylä Keskus,Rääkkylä centrum,707,707,154118914.91333,634631.21046,6907796.18752
2389,82310,2020,Oravisalo-Varpasalo,Oravisalo-Varpasalo,707,707,185007492.99243,626461.68393,6913947.25110
2390,82335,2020,Rasivaara,Rasivaara,707,707,205092226.48364,644907.69890,6903535.37393
2391,82350,2020,Tikkala,Tikkala,848,848,74189796.79297,661583.58600,6918865.16011
2392,82360,2020,Onkamo,Onkamo,848,848,138623220.75244,660906.48383,6910445.25955
2393,82380,2020,Tolosenmäki,Tolosenmäki,260,260,147990447.92236,655218.10141,6896965.58776
2394,82395,2020,Haarajärvi,Haarajärvi,260,260,43789169.95557,664709.47046,6899961.99317
2395,82430,2020,Puhos-Leinovaara,Puhos-Leinovaara,260,260,281328084.07617,647390.21014,6885651.07542
2396,82460,2020,Hummovaara,Hummovaara,260,260,35254508.15894,640138.29425,6885687.76761
2397,82490,2020,Heinoniemi,Heinoniemi,260,260,100929276.36182,630356.18385,6895758.57371
2398,82500,2020,Kitee Keskus,Kitee centrum,260,260,313640488.07031,667568.06828,6885786.93649
2399,82510,2020,Kiteenlahti,Kiteenlahti,260,260,46693866.46826,670645.81349,6884760.53905
2400,82580,2020,Juurikka,Juurikka,260,260,117545174.75244,662665.29348,6875393.19638
2401,82590,2020,Närsäkkälä,Närsäkkälä,260,260,82198892.56396,665117.94644,6867407.45294
2402,82600,2020,Tohmajärvi Keskus,Tohmajärvi centrum,848,848,392927838.15332,676584.36378,6908933.17756
2403,82655,2020,Värtsilä Keskus,Värtsilä centrum,848,848,69234513.31592,687776.70215,6905323.09656
2404,82660,2020,Uusi-Värtsilä,Uusi-Värtsilä,848,848,29870787.36328,679665.59801,6900861.67315
2405,82670,2020,Kaurila,Kaurila,848,848,45811044.51367,683825.24273,6896444.24333
2406,82675,2020,Niirala-Jänisjoki,Niirala-Jänisjoki,848,848,12490626.10791,687352.97045,6898151.18408
2407,82685,2020,Littilä,Littilä,848,848,82423505.79688,678379.35703,6892786.08233
2408,82710,2020,Kovero,Kovero,167,167,133572346.00244,681289.73866,6941003.60426
2409,82730,2020,Tuupovaara Keskus-Pirttiaho,Tuupovaara centrum-Pirttiaho,167,167,127858141.39404,687400.76211,6932997.83614
2410,82750,2020,Öllölä,Öllölä,167,167,94550903.98438,693312.96234,6921203.24768
2411,82760,2020,Hoilola,Hoilola,167,167,64947438.86963,699473.33644,6915100.08349
2412,82770,2020,Kaustajärvi,Kaustajärvi,848,848,49741178.99463,693365.29829,6910018.47738
2413,82815,2020,Marjovaara,Marjovaara,167,167,67676195.27588,689787.70836,6946942.01873
2414,82820,2020,Maukkula,Maukkula,146,146,117101435.67090,696688.59612,6945916.58498
2415,82830,2020,Haukivaara,Haukivaara,146,146,45013321.57324,703749.47096,6940702.80549
2416,82840,2020,Pirttiaho,Pirttiaho,167,167,54182224.60840,697447.59438,6936011.59061
2417,82850,2020,Kinnasniemi,Kinnasniemi,167,167,28411262.07471,692453.97401,6935664.91879
2418,82865,2020,Kokinvaara-Mannervaara,Kokinvaara-Mannervaara,167,167,45373227.12402,697048.39981,6929300.86453
2419,82870,2020,Luutalahti,Luutalahti,167,167,37896069.70020,700801.25926,6924911.57770
2420,82880,2020,Mannervaara,Mannervaara,167,167,32075696.79639,705033.48279,6922179.93483
2421,82900,2020,Ilomantsi Keskus,Ilomantsi centrum,146,146,706745113.57568,706290.27909,6953574.77955
2422,82915,2020,Sonkaja,Sonkaja,146,146,94906515.48193,692847.75473,6962013.26021
2423,82960,2020,Lehtovaara-Kuikkalampi,Lehtovaara-Kuikkalampi,146,146,317096658.98682,718217.99532,6970290.16232
2424,82967,2020,Hattu,Hattu,146,146,366597416.47363,719371.15097,6987718.77474
2425,82980,2020,Möhkö,Möhkö,146,146,162602298.08691,719768.09744,6955706.29519
2426,83100,2020,Liperi Keskus,Liperi centrum,426,426,330649332.23145,619478.06926,6928789.93606
2427,83130,2020,Salokylä,Salokylä,426,426,23989988.04492,626763.72337,6940806.62257
2428,83140,2020,Puromäki,Puromäki,426,426,25022580.32788,630043.11404,6936040.32053
2429,83150,2020,Roukalahti,Roukalahti,426,426,52840290.18066,631399.48452,6930692.59084
2430,83160,2020,Tutjunniemi,Tutjunniemi,426,426,149581339.16284,637603.58251,6925474.87647
2431,83320,2020,Risti-Juojärvi,Risti-Juojärvi,426,426,8234562.34888,612395.43409,6940415.50750
2432,83330,2020,Kaatamo,Kaatamo,426,426,127759342.32935,608816.83421,6936317.36794
2433,83340,2020,Kaarnalampi,Kaarnalampi,426,426,12421131.04175,611289.49175,6943427.65891
2434,83400,2020,Viinijärvi,Viinijärvi,426,426,130087191.40771,612400.84785,6944990.08708
2435,83430,2020,Käsämä,Käsämä,426,426,72011213.21997,621034.61344,6948880.80929
2436,83450,2020,Vaivio,Vaivio,426,426,46458823.91479,626567.41634,6951847.03834
2437,83460,2020,Harinjärvi,Harinjärvi,426,426,25994471.44409,631053.68132,6953761.41411
2438,83480,2020,Ahonkylä,Ahonkylä,426,426,44646677.93921,608114.66752,6949852.15737
2439,83500,2020,Outokumpu Keskus,Outokumpu centrum,309,309,419355715.73828,602068.77869,6955878.34543
2440,83550,2020,Kokonvaara,Kokonvaara,309,309,23205823.65576,610868.31582,6964284.52947
2441,83630,2020,Kuusjärvi,Kuusjärvi,309,309,50675693.98975,593571.37326,6951854.95224
2442,83660,2020,Varislahti,Varislahti,309,309,103509734.54980,588620.24737,6958758.87708
2443,83700,2020,Polvijärvi Keskus,Polvijärvi centrum,607,607,377960368.02759,617763.62121,6978972.39750
2444,83720,2020,Kuorevaara,Kuorevaara,607,607,46725621.62866,627100.29732,6964045.74411
2445,83750,2020,Sotkuma,Sotkuma,607,607,85171822.92163,622500.98347,6958499.27545
2446,83760,2020,Sola,Sola,607,607,14108870.72437,618993.11055,6963261.54561
2447,83780,2020,Horsmanaho,Horsmanaho,607,607,52669979.74072,613180.32068,6968954.15704
2448,83825,2020,Kinahmo,Kinahmo,607,607,104604515.65723,630998.47745,6971784.79263
2449,83830,2020,Hukkala,Hukkala,607,607,82768678.81274,606930.00386,6978768.61155
2450,83835,2020,Ruvaslahti,Ruvaslahti,607,607,75460968.11621,628781.11086,6983370.68549
2451,83840,2020,Saarivaara,Saarivaara,607,607,33704922.31934,604891.86385,6973487.62193
2452,83855,2020,Martonvaara-Sammakkovaara,Martonvaara-Sammakkovaara,607,607,92568660.05078,622176.52610,6992409.07675
2453,83870,2020,Polvela-Timovaara,Polvela-Timovaara,176,176,169032755.94434,610886.36038,7001269.92237
2454,83880,2020,Kajoo,Kajoo,176,176,193293646.79565,598586.64770,6996528.72382
2455,83900,2020,Juuka Keskus,Juuka centrum,176,176,971063036.36890,603461.54323,7016989.01436
2456,83910,2020,Paalasmaa,Paalasmaa,176,176,107956018.66284,622941.18626,7022645.00361
2457,83915,2020,Vihtasuo,Vihtasuo,176,176,872127.88477,611876.04931,7022567.00592
2458,83940,2020,Nunnanlahti,Nunnanlahti,176,176,180355175.58228,625689.14095,7008617.48803
2459,83950,2020,Ahmovaara,Ahmovaara,176,176,193075863.70288,632433.27407,6995817.47461
2460,83960,2020,Koli,Koli,422,422,227290950.36279,639945.99245,7005041.96889
2461,83985,2020,Tuopanjoki,Tuopanjoki,176,176,111058.74512,630042.80673,6992053.44732
2494,85800,2020,Haapajärvi Keskus,Haapajärvi centrum,069,69,302435833.86914,417834.67585,7065028.39753
2496,85840,2020,Kuona,Kuona,069,69,182863265.56714,429455.51238,7069946.49428
2497,85900,2020,Reisjärvi Keskus,Reisjärvi centrum,691,691,195064135.29443,398460.68920,7052436.99347
2498,85930,2020,Kangaskylä-Tolpankangas,Kangaskylä-Tolpankangas,691,691,164457925.05688,387670.54222,7062522.62816
2499,85940,2020,Räisälänmäki,Räisälänmäki,691,691,114579569.08740,401565.98393,7066164.29817
2500,85980,2020,Köyhänperä,Köyhänperä,691,691,91927451.27246,407474.78841,7056204.88087
2526,86800,2020,Pyhäsalmi,Pyhäsalmi,626,626,774449534.89893,448978.24551,7061322.34111
2527,86810,2020,Pellikkaperä,Pellikkaperä,626,626,8160009.42725,449347.49518,7057646.17987
2528,86850,2020,Hiidenniemi,Hiidenniemi,626,626,285331356.06348,434792.92282,7048177.09362
2530,86900,2020,Pyhäkumpu,Pyhäkumpu,626,626,12167049.49731,453422.22999,7060953.52780
2531,86980,2020,Väliaho,Väliaho,626,626,87119651.42627,452858.95773,7041285.92505
388,10940,2020,Hangonkylä,Hangöby,078,78,2842307.71082,272457.79669,6639874.35494
587,20100,2020,Turku Keskus,Åbo centrum,853,853,13284787.80347,234789.08600,6709452.55870
588,20200,2020,Iso-Heikkilä,Storheikkilä,853,853,2812605.86792,237222.17625,6710686.08639
589,20210,2020,Pahaniemi,Pahaniemi,853,853,3351356.31885,235911.54157,6711788.55302
590,20240,2020,Pansio-Perno,Pansio-Perno,853,853,7195223.41650,233420.18496,6711595.02607
591,20250,2020,Pitkämäki-Muhkuri,Långbacka-Muhkuri,853,853,1448763.30457,237717.05014,6711849.49505
592,20300,2020,Pohjola-Kastu,Norrstan-Kastu,853,853,3707504.76001,239715.50732,6712791.87852
593,20320,2020,Kuninkoja-Mälikkälä,Kuninkoja-Mälikkälä,853,853,11271346.08643,238121.19403,6714757.58497
594,20360,2020,Kärsämäki-Urusvuori-Halinen,Kärsämäki-Urusberget-Hallis,853,853,13063654.80493,240873.52504,6716284.24455
595,20380,2020,Räntämäki-Saramäki,Räntämäki-Starbacka,853,853,20710406.37646,243823.46930,6715792.75752
596,20400,2020,Moisio,Moisio,853,853,10882954.18921,242549.15523,6720784.71510
597,20460,2020,Jäkärlä,Jäkärlä,853,853,19370786.65930,245961.56483,6720835.52282
598,20500,2020,Vesilinna,Vesilinna,853,853,964240.18152,240635.39142,6711263.22276
599,20520,2020,Kupittaa,Kuppis,853,853,2025009.62793,241827.47254,6710362.54728
600,20540,2020,Nummi-Ylioppilaskylä,Nummisbacken-Studentbyn,853,853,12313887.82910,243789.95185,6711929.32374
601,20610,2020,Varissuo,Kråkkärret,853,853,3487468.23450,244073.85222,6710064.23541
602,20660,2020,Littoinen,Littoinen,202,202,20313936.99927,248282.21435,6710211.37854
603,20700,2020,Vartiovuori-Samppalinna,Vartiovuori-Samppalinna,853,853,1134792.93823,240271.52552,6710154.14452
604,20720,2020,Vasaramäki,Hammarbacka,853,853,2671859.69873,241373.70795,6709242.85425
605,20730,2020,Skanssi,Skanssi,853,853,842933.78394,242668.59759,6708081.58163
606,20740,2020,Ilpoinen-Harittu,Ilpois-Harittu,853,853,5547244.32068,241081.23779,6707340.95745
607,20750,2020,Huhkola-Lauste-Vaala,Huhkola-Laustis-Svalas,853,853,3869636.86731,243939.87089,6708524.47811
608,20760,2020,Piispanristi,Piispanristi,202,202,10399030.66687,242188.29007,6705353.30302
609,20780,2020,Kaarina Keskus,S:t Karins centrum,202,202,16264621.52039,246205.70861,6706346.65250
610,20800,2020,Ammattikorkeakoulu,Ammattikorkeakoulu,853,853,79140.81372,239584.99768,6710400.84102
611,20810,2020,Martti-Korppolaismäki,Martti-Korppolaisbacken,853,853,4532020.62939,239018.03035,6709068.55549
612,20880,2020,Uittamo,Uittamo,853,853,1903972.19788,239413.42702,6707623.00723
613,20900,2020,Moikoinen-Pikisaari,Moikois-Beckholmen,853,853,24435593.18542,236396.90496,6705972.89478
614,20960,2020,Kakskerta,Kakskerta,853,853,33794887.22168,235508.50121,6701520.56075
615,21100,2020,Naantali Keskus,Nådendal centrum,529,529,39728270.59973,225658.68014,6711863.43456
616,21110,2020,Taimo-Nuhjala-Lietsala,Taimo-Nuhjala-Lietsala,529,529,11546590.71765,228325.72818,6716639.47359
617,21120,2020,Viherjäinen,Viherjäinen,680,680,7132257.52112,230588.34617,6713747.85355
618,21130,2020,Poikko,Poikko,529,529,29863577.30103,218637.20935,6708578.69139
619,21140,2020,Rymättylä Keskus,Rimito centrum,529,529,49114036.81848,220014.96973,6704097.35468
620,21150,2020,Röölä,Röölä,529,529,69143014.97400,217314.71455,6698932.75034
621,21160,2020,Merimasku,Merimasku,529,529,47681707.30786,217149.21485,6714176.63381
622,21180,2020,Livonsaari,Livonsaari,529,529,27498445.46838,211963.31847,6720147.27583
623,21195,2020,Velkua,Velkua,529,529,26610792.18298,206577.53013,6712178.87791
624,21200,2020,Raisio Keskus,Reso centrum,680,680,21932950.74939,234024.30150,6716405.14543
625,21210,2020,Hakinmäki,Hakinmäki,680,680,4453713.78699,230625.75163,6716213.18748
626,21220,2020,Somersoja,Somersoja,680,680,7102760.45667,231951.84126,6718449.57585
627,21230,2020,Lemu,Lemu,481,481,43734386.65869,223935.35433,6725413.54281
628,21240,2020,Askainen Keskus,Villnäs centrum,481,481,38312992.55884,217794.89527,6723561.60918
629,21250,2020,Masku,Masku,481,481,83293611.81885,230542.67055,6722632.50696
630,21260,2020,Ihala,Ihala,680,680,3651855.54480,234701.61369,6713263.65650
631,21270,2020,Nousiainen,Nousis,538,538,219509610.56274,236689.78001,6734613.11265
632,21280,2020,Kuloinen,Kuloinen,680,680,3715684.73425,236545.50998,6715039.07919
633,21290,2020,Rusko,Rusko,704,704,55547080.69751,238375.95736,6721983.92683
634,21310,2020,Vahto,Vahto,704,704,59319099.74207,243740.96506,6730466.31421
635,21330,2020,Paattinen,Paattinen,853,853,41934899.55225,247556.63768,6727540.02937
636,21340,2020,Tortinmäki,Tortinmäki,853,853,46807250.30933,249417.67195,6736721.78551
637,21350,2020,Ilmarinen,Ilmarinen,423,423,12433035.55371,247740.38695,6716958.24418
638,21360,2020,Lieto Asemanseutu,Lundo stationsamhälle,423,423,50562718.38599,251485.47697,6724569.39006
639,21370,2020,Aura kk.,Aura kb.,019,19,31836434.50049,256439.52984,6727106.66614
641,21410,2020,Vanhalinna,Vanhalinna,423,423,8593996.74072,247357.33624,6713803.39887
642,21420,2020,Lieto Keskus,Lundo centrum,423,423,62982119.52673,252605.31100,6716276.73681
647,21500,2020,Piikkiö,Pikis,202,202,84241747.90063,253807.07927,6706762.46459
655,21590,2020,Karuna,Karuna,738,738,66285632.03906,254799.78262,6689481.99866
656,21600,2020,Parainen Keskus,Pargas centrum,445,445,183486856.05286,236767.16522,6688625.86970
657,21610,2020,Kirjala,Kirjala,445,445,28148260.11755,245090.73272,6698671.87689
658,21620,2020,Kuusisto,Kuusisto,202,202,20702657.20520,246133.98486,6703194.18720
659,21630,2020,Lielahti,Lielax,445,445,57682203.03992,246202.53586,6692597.94489
660,21650,2020,Lillandet,Lillandet,445,445,81507888.05029,223566.27397,6678072.34214
661,21660,2020,Nauvo Keskus,Nagu centrum,445,445,89340712.42664,214871.41571,6683352.41922
662,21670,2020,Mattnäs-Nötö,Mattnäs-Nötö,445,445,38758873.16870,209514.35920,6678653.47732
663,21680,2020,Nötö,Nötö,445,445,13304193.97107,208439.50113,6656082.01799
664,21710,2020,Korppoo Keskus-Utö,Korpo centrum-Utö,445,445,102773308.37036,198949.06652,6678417.82111
665,21720,2020,Korpoström,Korpoström,445,445,2054867.09070,198927.53532,6675906.79010
666,21740,2020,Utö,Utö,445,445,3654170.47473,193015.64856,6643100.88372
667,21750,2020,Norrskata,Norrskata,445,445,38366527.10059,201588.19412,6693566.51560
668,21760,2020,Houtskär Keskus,Houtskär centrum,445,445,89307785.45044,186133.27216,6690507.65642
